	 DWIA + Delta + pion modifications 
    85.00  0.6702E-01  0.1283E-01  -.5865E-01  -.1126E-02    5.6219
    90.00  0.4075E-01  0.8996E-02  -.3590E-01  -.1033E-02    6.1384
    95.00  0.2500E-01  0.6109E-02  -.2187E-01  -.9808E-03    6.6548
   100.00  0.1545E-01  0.4038E-02  -.1317E-01  -.9021E-03    7.1674
   105.00  0.9719E-02  0.2632E-02  -.7873E-02  -.7920E-03    7.6721
   110.00  0.6278E-02  0.1726E-02  -.4681E-02  -.6593E-03    8.1651
   115.00  0.4204E-02  0.1181E-02  -.2778E-02  -.5177E-03    8.6427
   120.00  0.2929E-02  0.8773E-03  -.1645E-02  -.3782E-03    9.1012
   125.00  0.2129E-02  0.7271E-03  -.9720E-03  -.2513E-03    9.5372
   130.00  0.1621E-02  0.6697E-03  -.5746E-03  -.1451E-03    9.9473
   135.00  0.1265E-02  0.6629E-03  -.3339E-03  -.5908E-04   10.3284
   140.00  0.1025E-02  0.6867E-03  -.1936E-03  0.2616E-05   10.6777
   145.00  0.8465E-03  0.7211E-03  -.1096E-03  0.4360E-04   10.9924
   150.00  0.7227E-03  0.7532E-03  -.6041E-04  0.6601E-04   11.2701
   155.00  0.6246E-03  0.7767E-03  -.3086E-04  0.7522E-04   11.5088
   160.00  0.5586E-03  0.7938E-03  -.1385E-04  0.7286E-04   11.7066
   165.00  0.5107E-03  0.8109E-03  -.4837E-05  0.6225E-04   11.8621
   170.00  0.4759E-03  0.8307E-03  -.1047E-05  0.4536E-04   11.9740
   175.00  0.4542E-03  0.8483E-03  -.7424E-07  0.2391E-04   12.0415


 EGEQ(LAB)= 365.00   EG*(LAB)= 375.66 MEV   QI=399.63 MEV   QF=297.18 MEV
 W3He(MEV)=3158.792   EG*(CM)= 315.755   EPI(CM)= 328.337   Q2GEV=   0.060
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.7745E+01  0.8082E+01  -.3892E-08  -.2404E-04    0.2695
     5.00  0.7446E+01  0.7676E+01  -.2748E+00  -.2443E+00    0.2927
    10.00  0.6755E+01  0.6562E+01  -.8928E+00  -.6078E+00    0.3622
    15.00  0.5953E+01  0.4982E+01  -.1479E+01  -.9546E+00    0.4774
    20.00  0.5201E+01  0.3370E+01  -.1832E+01  -.1097E+01    0.6374
    25.00  0.4486E+01  0.2046E+01  -.1941E+01  -.1007E+01    0.8410
    30.00  0.3773E+01  0.1126E+01  -.1868E+01  -.7853E+00    1.0868
    35.00  0.3065E+01  0.5700E+00  -.1678E+01  -.5410E+00    1.3727
    40.00  0.2391E+01  0.2716E+00  -.1422E+01  -.3379E+00    1.6966
    45.00  0.1790E+01  0.1297E+00  -.1142E+01  -.1949E+00    2.0562
    50.00  0.1284E+01  0.6989E-01  -.8717E+00  -.1052E+00    2.4485
    55.00  0.8899E+00  0.4747E-01  -.6378E+00  -.5388E-01    2.8707
    60.00  0.5971E+00  0.3873E-01  -.4489E+00  -.2652E-01    3.3195
    65.00  0.3881E+00  0.3343E-01  -.3041E+00  -.1273E-01    3.7915
    70.00  0.2466E+00  0.2826E-01  -.2002E+00  -.6186E-02    4.2832
    75.00  0.1528E+00  0.2267E-01  -.1279E+00  -.3191E-02    4.7907
    80.00  0.9322E-01  0.1723E-01  -.7999E-01  -.1894E-02    5.3102
    85.00  0.5616E-01  0.1244E-01  -.4904E-01  -.1341E-02    5.8378
    90.00  0.3392E-01  0.8634E-02  -.2985E-01  -.1094E-02    6.3695
    95.00  0.2057E-01  0.5785E-02  -.1800E-01  -.9452E-03    6.9011
   100.00  0.1254E-01  0.3767E-02  -.1070E-01  -.8145E-03    7.4287
   105.00  0.7778E-02  0.2418E-02  -.6322E-02  -.6824E-03    7.9483
   110.00  0.4956E-02  0.1565E-02  -.3714E-02  -.5456E-03    8.4558
   115.00  0.3309E-02  0.1073E-02  -.2200E-02  -.4135E-03    8.9474
   120.00  0.2310E-02  0.8112E-03  -.1307E-02  -.2890E-03    9.4194
   125.00  0.1678E-02  0.6889E-03  -.7736E-03  -.1769E-03    9.8683
   130.00  0.1260E-02  0.6479E-03  -.4543E-03  -.8225E-04   10.2904
   135.00  0.9903E-03  0.6559E-03  -.2679E-03  -.1069E-04   10.6828
   140.00  0.7945E-03  0.6866E-03  -.1554E-03  0.4026E-04   11.0423
   145.00  0.6552E-03  0.7249E-03  -.8892E-04  0.7180E-04   11.3663
   150.00  0.5498E-03  0.7587E-03  -.4905E-04  0.8775E-04   11.6522
   155.00  0.4767E-03  0.7828E-03  -.2532E-04  0.9045E-04   11.8979
   160.00  0.4195E-03  0.8004E-03  -.1136E-04  0.8383E-04   12.1015
   165.00  0.3762E-03  0.8172E-03  -.3954E-05  0.6975E-04   12.2616
   170.00  0.3499E-03  0.8351E-03  -.8504E-06  0.4975E-04   12.3767
   175.00  0.3335E-03  0.8508E-03  -.5759E-07  0.2591E-04   12.4462


 EGEQ(LAB)= 365.00   EG*(LAB)= 377.43 MEV   QI=410.74 MEV   QF=297.18 MEV
 W3He(MEV)=3158.792   EG*(CM)= 314.173   EPI(CM)= 328.337   Q2GEV=   0.070
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.6995E+01  0.8202E+01  -.3173E-08  -.4114E-04    0.3311
     5.00  0.6763E+01  0.7767E+01  -.2256E+00  -.3716E+00    0.3550
    10.00  0.6175E+01  0.6549E+01  -.7423E+00  -.7629E+00    0.4264
    15.00  0.5487E+01  0.4922E+01  -.1255E+01  -.1057E+01    0.5448
    20.00  0.4809E+01  0.3302E+01  -.1587E+01  -.1133E+01    0.7092
    25.00  0.4142E+01  0.1993E+01  -.1709E+01  -.1002E+01    0.9186
    30.00  0.3471E+01  0.1093E+01  -.1664E+01  -.7651E+00    1.1711
    35.00  0.2806E+01  0.5530E+00  -.1504E+01  -.5214E+00    1.4650
    40.00  0.2182E+01  0.2655E+00  -.1279E+01  -.3251E+00    1.7979
    45.00  0.1619E+01  0.1279E+00  -.1024E+01  -.1877E+00    2.1675
    50.00  0.1152E+01  0.6986E-01  -.7763E+00  -.1022E+00    2.5707
    55.00  0.7972E+00  0.4826E-01  -.5682E+00  -.5382E-01    3.0046
    60.00  0.5288E+00  0.3900E-01  -.3954E+00  -.2728E-01    3.4659
    65.00  0.3404E+00  0.3321E-01  -.2654E+00  -.1368E-01    3.9511
    70.00  0.2140E+00  0.2767E-01  -.1729E+00  -.6966E-02    4.4564
    75.00  0.1319E+00  0.2198E-01  -.1099E+00  -.3748E-02    4.9780
    80.00  0.7962E-01  0.1651E-01  -.6798E-01  -.2204E-02    5.5120
    85.00  0.4746E-01  0.1178E-01  -.4126E-01  -.1467E-02    6.0543
    90.00  0.2833E-01  0.8071E-02  -.2485E-01  -.1099E-02    6.6007
    95.00  0.1691E-01  0.5329E-02  -.1477E-01  -.8800E-03    7.1471
   100.00  0.1019E-01  0.3424E-02  -.8698E-02  -.7190E-03    7.6894
   105.00  0.6260E-02  0.2172E-02  -.5094E-02  -.5790E-03    8.2233
   110.00  0.3983E-02  0.1401E-02  -.2991E-02  -.4497E-03    8.7450
   115.00  0.2639E-02  0.9603E-03  -.1761E-02  -.3273E-03    9.2503
   120.00  0.1821E-02  0.7326E-03  -.1038E-02  -.2141E-03    9.7354
   125.00  0.1315E-02  0.6364E-03  -.6144E-03  -.1158E-03   10.1967
   130.00  0.9976E-03  0.6162E-03  -.3669E-03  -.3654E-04   10.6306
   135.00  0.7747E-03  0.6329E-03  -.2165E-03  0.2393E-04   11.0339
   140.00  0.6194E-03  0.6687E-03  -.1270E-03  0.6518E-04   11.4034
   145.00  0.5055E-03  0.7086E-03  -.7311E-04  0.8949E-04   11.7364
   150.00  0.4216E-03  0.7424E-03  -.4068E-04  0.9950E-04   12.0302
   155.00  0.3565E-03  0.7665E-03  -.2106E-04  0.9862E-04   12.2828
   160.00  0.3131E-03  0.7831E-03  -.9524E-05  0.8859E-04   12.4921
   165.00  0.2798E-03  0.7983E-03  -.3351E-05  0.7225E-04   12.6566
   170.00  0.2558E-03  0.8145E-03  -.7390E-06  0.5104E-04   12.7750
   175.00  0.2409E-03  0.8285E-03  -.5710E-07  0.2642E-04   12.8463


 EGEQ(LAB)= 365.00   EG*(LAB)= 379.21 MEV   QI=421.56 MEV   QF=297.18 MEV
 W3He(MEV)=3158.792   EG*(CM)= 312.590   EPI(CM)= 328.337   Q2GEV=   0.080
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.6304E+01  0.8040E+01  -.2607E-08  -.5153E-04    0.3973
     5.00  0.6109E+01  0.7582E+01  -.1862E+00  -.4466E+00    0.4218
    10.00  0.5632E+01  0.6365E+01  -.6221E+00  -.8499E+00    0.4950
    15.00  0.5035E+01  0.4746E+01  -.1071E+01  -.1102E+01    0.6165
    20.00  0.4424E+01  0.3167E+01  -.1378E+01  -.1131E+01    0.7853
    25.00  0.3805E+01  0.1903E+01  -.1505E+01  -.9741E+00    1.0002
    30.00  0.3183E+01  0.1044E+01  -.1482E+01  -.7340E+00    1.2594
    35.00  0.2567E+01  0.5299E+00  -.1349E+01  -.4973E+00    1.5610
    40.00  0.1980E+01  0.2547E+00  -.1146E+01  -.3087E+00    1.9027
    45.00  0.1461E+01  0.1240E+00  -.9145E+00  -.1789E+00    2.2820
    50.00  0.1039E+01  0.6932E-01  -.6951E+00  -.9905E-01    2.6958
    55.00  0.7109E+00  0.4774E-01  -.5035E+00  -.5282E-01    3.1412
    60.00  0.4651E+00  0.3812E-01  -.3457E+00  -.2727E-01    3.6146
    65.00  0.2994E+00  0.3227E-01  -.2320E+00  -.1423E-01    4.1126
    70.00  0.1866E+00  0.2655E-01  -.1499E+00  -.7464E-02    4.6312
    75.00  0.1135E+00  0.2079E-01  -.9395E-01  -.4050E-02    5.1666
    80.00  0.6730E-01  0.1538E-01  -.5716E-01  -.2329E-02    5.7146
    85.00  0.3975E-01  0.1086E-01  -.3440E-01  -.1483E-02    6.2712
    90.00  0.2355E-01  0.7364E-02  -.2058E-01  -.1047E-02    6.8320
    95.00  0.1389E-01  0.4800E-02  -.1210E-01  -.7894E-03    7.3928
   100.00  0.8268E-02  0.3041E-02  -.7055E-02  -.6146E-03    7.9494
   105.00  0.5024E-02  0.1901E-02  -.4095E-02  -.4757E-03    8.4974
   110.00  0.3170E-02  0.1214E-02  -.2392E-02  -.3557E-03    9.0328
   115.00  0.2091E-02  0.8339E-03  -.1407E-02  -.2470E-03    9.5514
   120.00  0.1452E-02  0.6506E-03  -.8376E-03  -.1508E-03   10.0494
   125.00  0.1052E-02  0.5805E-03  -.5008E-03  -.6861E-04   10.5228
   130.00  0.7880E-03  0.5728E-03  -.3001E-03  0.6639E-06   10.9682
   135.00  0.6135E-03  0.5984E-03  -.1802E-03  0.5006E-04   11.3821
   140.00  0.4866E-03  0.6371E-03  -.1070E-03  0.8319E-04   11.7613
   145.00  0.3924E-03  0.6770E-03  -.6233E-04  0.1014E-03   12.1030
   150.00  0.3225E-03  0.7099E-03  -.3508E-04  0.1069E-03   12.4047
   155.00  0.2715E-03  0.7327E-03  -.1843E-04  0.1024E-03   12.6639
   160.00  0.2318E-03  0.7486E-03  -.8538E-05  0.9060E-04   12.8787
   165.00  0.2041E-03  0.7623E-03  -.3170E-05  0.7293E-04   13.0475
   170.00  0.1858E-03  0.7760E-03  -.7996E-06  0.5100E-04   13.1690
   175.00  0.1744E-03  0.7878E-03  -.9686E-07  0.2624E-04   13.2423


 EGEQ(LAB)= 365.00   EG*(LAB)= 380.99 MEV   QI=432.12 MEV   QF=297.18 MEV
 W3He(MEV)=3158.792   EG*(CM)= 311.007   EPI(CM)= 328.337   Q2GEV=   0.090
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.5671E+01  0.7683E+01  -.2160E-08  -.5687E-04    0.4676
     5.00  0.5517E+01  0.7238E+01  -.1551E+00  -.4842E+00    0.4927
    10.00  0.5112E+01  0.6041E+01  -.5241E+00  -.8831E+00    0.5678
    15.00  0.4601E+01  0.4490E+01  -.9176E+00  -.1102E+01    0.6923
    20.00  0.4054E+01  0.2987E+01  -.1200E+01  -.1101E+01    0.8654
    25.00  0.3489E+01  0.1794E+01  -.1330E+01  -.9328E+00    1.0856
    30.00  0.2912E+01  0.9845E+00  -.1321E+01  -.6957E+00    1.3513
    35.00  0.2337E+01  0.5002E+00  -.1206E+01  -.4689E+00    1.6604
    40.00  0.1795E+01  0.2420E+00  -.1025E+01  -.2911E+00    2.0107
    45.00  0.1320E+01  0.1195E+00  -.8182E+00  -.1699E+00    2.3995
    50.00  0.9320E+00  0.6741E-01  -.6186E+00  -.9485E-01    2.8237
    55.00  0.6319E+00  0.4636E-01  -.4444E+00  -.5120E-01    3.2802
    60.00  0.4133E+00  0.3696E-01  -.3051E+00  -.2718E-01    3.7655
    65.00  0.2625E+00  0.3076E-01  -.2020E+00  -.1438E-01    4.2759
    70.00  0.1614E+00  0.2493E-01  -.1287E+00  -.7629E-02    4.8076
    75.00  0.9731E-01  0.1931E-01  -.8003E-01  -.4168E-02    5.3563
    80.00  0.5745E-01  0.1418E-01  -.4847E-01  -.2381E-02    5.9181
    85.00  0.3374E-01  0.9930E-02  -.2902E-01  -.1468E-02    6.4886
    90.00  0.1968E-01  0.6644E-02  -.1711E-01  -.9802E-03    7.0635
    95.00  0.1145E-01  0.4274E-02  -.9946E-02  -.7012E-03    7.6383
   100.00  0.6739E-02  0.2670E-02  -.5740E-02  -.5222E-03    8.2088
   105.00  0.4077E-02  0.1653E-02  -.3324E-02  -.3913E-03    8.7706
   110.00  0.2562E-02  0.1049E-02  -.1937E-02  -.2828E-03    9.3194
   115.00  0.1683E-02  0.7222E-03  -.1139E-02  -.1868E-03    9.8510
   120.00  0.1160E-02  0.5705E-03  -.6783E-03  -.1025E-03   10.3614
   125.00  0.8375E-03  0.5214E-03  -.4093E-03  -.3099E-04   10.8467
   130.00  0.6333E-03  0.5275E-03  -.2499E-03  0.2449E-04   11.3032
   135.00  0.4878E-03  0.5574E-03  -.1516E-03  0.6592E-04   11.7275
   140.00  0.3830E-03  0.5970E-03  -.9118E-04  0.9246E-04   12.1162
   145.00  0.3058E-03  0.6356E-03  -.5378E-04  0.1056E-03   12.4665
   150.00  0.2473E-03  0.6665E-03  -.3060E-04  0.1080E-03   12.7757
   155.00  0.2031E-03  0.6878E-03  -.1631E-04  0.1017E-03   13.0414
   160.00  0.1724E-03  0.7017E-03  -.7696E-05  0.8855E-04   13.2616
   165.00  0.1491E-03  0.7135E-03  -.2984E-05  0.7067E-04   13.4346
   170.00  0.1325E-03  0.7254E-03  -.8375E-06  0.4919E-04   13.5592
   175.00  0.1223E-03  0.7353E-03  -.1278E-06  0.2523E-04   13.6343


 EGEQ(LAB)= 365.00   EG*(LAB)= 382.76 MEV   QI=442.43 MEV   QF=297.18 MEV
 W3He(MEV)=3158.792   EG*(CM)= 309.424   EPI(CM)= 328.337   Q2GEV=   0.100
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.5092E+01  0.7196E+01  -.1805E-08  -.5855E-04    0.5418
     5.00  0.4962E+01  0.6768E+01  -.1301E+00  -.4931E+00    0.5675
    10.00  0.4631E+01  0.5644E+01  -.4449E+00  -.8799E+00    0.6444
    15.00  0.4188E+01  0.4184E+01  -.7902E+00  -.1072E+01    0.7719
    20.00  0.3700E+01  0.2779E+01  -.1048E+01  -.1051E+01    0.9491
    25.00  0.3185E+01  0.1670E+01  -.1175E+01  -.8805E+00    1.1745
    30.00  0.2651E+01  0.9166E+00  -.1174E+01  -.6520E+00    1.4466
    35.00  0.2126E+01  0.4685E+00  -.1079E+01  -.4392E+00    1.7631
    40.00  0.1626E+01  0.2281E+00  -.9168E+00  -.2731E+00    2.1218
    45.00  0.1186E+01  0.1134E+00  -.7278E+00  -.1597E+00    2.5198
    50.00  0.8352E+00  0.6479E-01  -.5498E+00  -.9020E-01    2.9541
    55.00  0.5627E+00  0.4457E-01  -.3926E+00  -.4931E-01    3.4215
    60.00  0.3649E+00  0.3514E-01  -.2674E+00  -.2651E-01    3.9184
    65.00  0.2292E+00  0.2883E-01  -.1751E+00  -.1417E-01    4.4410
    70.00  0.1406E+00  0.2319E-01  -.1113E+00  -.7643E-02    4.9853
    75.00  0.8370E-01  0.1775E-01  -.6834E-01  -.4163E-02    5.5472
    80.00  0.4886E-01  0.1289E-01  -.4093E-01  -.2338E-02    6.1224
    85.00  0.2832E-01  0.8914E-02  -.2422E-01  -.1390E-02    6.7065
    90.00  0.1624E-01  0.5879E-02  -.1406E-01  -.8829E-03    7.2951
    95.00  0.9360E-02  0.3737E-02  -.8103E-02  -.6038E-03    7.8837
   100.00  0.5450E-02  0.2301E-02  -.4639E-02  -.4315E-03    8.4678
   105.00  0.3275E-02  0.1405E-02  -.2675E-02  -.3120E-03    9.0429
   110.00  0.2040E-02  0.8813E-03  -.1553E-02  -.2158E-03    9.6048
   115.00  0.1346E-02  0.6122E-03  -.9220E-03  -.1347E-03   10.1491
   120.00  0.9352E-03  0.4958E-03  -.5576E-03  -.6387E-04   10.6717
   125.00  0.6782E-03  0.4653E-03  -.3419E-03  -.4595E-05   11.1686
   130.00  0.5066E-03  0.4785E-03  -.2109E-03  0.4282E-04   11.6360
   135.00  0.3898E-03  0.5124E-03  -.1304E-03  0.7631E-04   12.0704
   140.00  0.3033E-03  0.5517E-03  -.7966E-04  0.9723E-04   12.4684
   145.00  0.2380E-03  0.5883E-03  -.4769E-04  0.1067E-03   12.8270
   150.00  0.1895E-03  0.6168E-03  -.2751E-04  0.1065E-03   13.1436
   155.00  0.1535E-03  0.6358E-03  -.1486E-04  0.9871E-04   13.4156
   160.00  0.1258E-03  0.6485E-03  -.7239E-05  0.8535E-04   13.6411
   165.00  0.1070E-03  0.6583E-03  -.2937E-05  0.6759E-04   13.8182
   170.00  0.9414E-04  0.6678E-03  -.8932E-06  0.4677E-04   13.9458
   175.00  0.8629E-04  0.6757E-03  -.1551E-06  0.2391E-04   14.0227


 EGEQ(LAB)= 365.00   EG*(LAB)= 384.54 MEV   QI=452.51 MEV   QF=297.18 MEV
 W3He(MEV)=3158.792   EG*(CM)= 307.841   EPI(CM)= 328.337   Q2GEV=   0.110
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.4567E+01  0.6643E+01  -.1521E-08  -.5781E-04    0.6196
     5.00  0.4462E+01  0.6248E+01  -.1100E+00  -.4841E+00    0.6459
    10.00  0.4182E+01  0.5201E+01  -.3800E+00  -.8509E+00    0.7245
    15.00  0.3802E+01  0.3855E+01  -.6837E+00  -.1021E+01    0.8550
    20.00  0.3368E+01  0.2560E+01  -.9180E+00  -.9897E+00    1.0362
    25.00  0.2903E+01  0.1541E+01  -.1040E+01  -.8234E+00    1.2668
    30.00  0.2417E+01  0.8498E+00  -.1048E+01  -.6084E+00    1.5450
    35.00  0.1928E+01  0.4348E+00  -.9629E+00  -.4086E+00    1.8688
    40.00  0.1465E+01  0.2125E+00  -.8157E+00  -.2540E+00    2.2356
    45.00  0.1068E+01  0.1074E+00  -.6492E+00  -.1500E+00    2.6427
    50.00  0.7482E+00  0.6178E-01  -.4883E+00  -.8534E-01    3.0869
    55.00  0.4977E+00  0.4212E-01  -.3445E+00  -.4685E-01    3.5650
    60.00  0.3220E+00  0.3305E-01  -.2341E+00  -.2556E-01    4.0732
    65.00  0.2013E+00  0.2686E-01  -.1526E+00  -.1383E-01    4.6077
    70.00  0.1218E+00  0.2130E-01  -.9570E-01  -.7455E-02    5.1644
    75.00  0.7128E-01  0.1607E-01  -.5777E-01  -.4016E-02    5.7391
    80.00  0.4149E-01  0.1159E-01  -.3451E-01  -.2236E-02    6.3274
    85.00  0.2392E-01  0.7959E-02  -.2031E-01  -.1298E-02    6.9248
    90.00  0.1360E-01  0.5202E-02  -.1170E-01  -.7953E-03    7.5268
    95.00  0.7736E-02  0.3261E-02  -.6669E-02  -.5201E-03    8.1288
   100.00  0.4474E-02  0.1984E-02  -.3800E-02  -.3583E-03    8.7262
   105.00  0.2670E-02  0.1196E-02  -.2183E-02  -.2502E-03    9.3145
   110.00  0.1664E-02  0.7459E-03  -.1272E-02  -.1667E-03    9.8892
   115.00  0.1094E-02  0.5189E-03  -.7577E-03  -.9668E-04   10.4459
   120.00  0.7577E-03  0.4271E-03  -.4623E-03  -.3595E-04   10.9804
   125.00  0.5505E-03  0.4112E-03  -.2882E-03  0.1394E-04   11.4886
   130.00  0.4138E-03  0.4319E-03  -.1815E-03  0.5270E-04   11.9666
   135.00  0.3148E-03  0.4666E-03  -.1139E-03  0.8060E-04   12.4109
   140.00  0.2421E-03  0.5046E-03  -.7064E-04  0.9720E-04   12.8180
   145.00  0.1877E-03  0.5384E-03  -.4282E-04  0.1037E-03   13.1848
   150.00  0.1462E-03  0.5640E-03  -.2499E-04  0.1019E-03   13.5086
   155.00  0.1151E-03  0.5809E-03  -.1372E-04  0.9350E-04   13.7868
   160.00  0.9320E-04  0.5913E-03  -.6770E-05  0.8009E-04   14.0174
   165.00  0.7684E-04  0.5994E-03  -.2863E-05  0.6314E-04   14.1986
   170.00  0.6530E-04  0.6072E-03  -.9432E-06  0.4357E-04   14.3290
   175.00  0.5832E-04  0.6136E-03  -.1824E-06  0.2224E-04   14.4077


 EGEQ(LAB)= 365.00   EG*(LAB)= 386.32 MEV   QI=462.38 MEV   QF=297.18 MEV
 W3He(MEV)=3158.792   EG*(CM)= 306.258   EPI(CM)= 328.337   Q2GEV=   0.120
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.4092E+01  0.6062E+01  -.1292E-08  -.5547E-04    0.7008
     5.00  0.4005E+01  0.5699E+01  -.9374E-01  -.4626E+00    0.7277
    10.00  0.3771E+01  0.4745E+01  -.3264E+00  -.8063E+00    0.8081
    15.00  0.3443E+01  0.3517E+01  -.5938E+00  -.9581E+00    0.9413
    20.00  0.3060E+01  0.2341E+01  -.8068E+00  -.9223E+00    1.1265
    25.00  0.2639E+01  0.1412E+01  -.9212E+00  -.7638E+00    1.3621
    30.00  0.2193E+01  0.7803E+00  -.9328E+00  -.5631E+00    1.6464
    35.00  0.1742E+01  0.4001E+00  -.8571E+00  -.3777E+00    1.9772
    40.00  0.1324E+01  0.1981E+00  -.7285E+00  -.2363E+00    2.3521
    45.00  0.9617E+00  0.1011E+00  -.5786E+00  -.1404E+00    2.7680
    50.00  0.6663E+00  0.5806E-01  -.4310E+00  -.7996E-01    3.2220
    55.00  0.4425E+00  0.3974E-01  -.3036E+00  -.4448E-01    3.7105
    60.00  0.2843E+00  0.3086E-01  -.2050E+00  -.2446E-01    4.2297
    65.00  0.1754E+00  0.2469E-01  -.1319E+00  -.1324E-01    4.7759
    70.00  0.1052E+00  0.1936E-01  -.8198E-01  -.7142E-02    5.3447
    75.00  0.6145E-01  0.1453E-01  -.4941E-01  -.3855E-02    5.9319
    80.00  0.3543E-01  0.1038E-01  -.2925E-01  -.2111E-02    6.5331
    85.00  0.2007E-01  0.7031E-02  -.1694E-01  -.1186E-02    7.1435
    90.00  0.1124E-01  0.4534E-02  -.9626E-02  -.6977E-03    7.7586
    95.00  0.6296E-02  0.2798E-02  -.5415E-02  -.4363E-03    8.3738
   100.00  0.3614E-02  0.1677E-02  -.3071E-02  -.2896E-03    8.9842
   105.00  0.2142E-02  0.9948E-03  -.1760E-02  -.1948E-03    9.5853
   110.00  0.1337E-02  0.6168E-03  -.1033E-02  -.1242E-03   10.1726
   115.00  0.8861E-03  0.4340E-03  -.6244E-03  -.6558E-04   10.7414
   120.00  0.6198E-03  0.3670E-03  -.3885E-03  -.1566E-04   11.2875
   125.00  0.4511E-03  0.3619E-03  -.2465E-03  0.2627E-04   11.8068
   130.00  0.3359E-03  0.3858E-03  -.1578E-03  0.5919E-04   12.2953
   135.00  0.2553E-03  0.4212E-03  -.1009E-03  0.8166E-04   12.7493
   140.00  0.1943E-03  0.4571E-03  -.6360E-04  0.9470E-04   13.1652
   145.00  0.1479E-03  0.4879E-03  -.3911E-04  0.9903E-04   13.5401
   150.00  0.1131E-03  0.5106E-03  -.2310E-04  0.9607E-04   13.8709
   155.00  0.8736E-04  0.5250E-03  -.1281E-04  0.8741E-04   14.1552
   160.00  0.6774E-04  0.5339E-03  -.6500E-05  0.7458E-04   14.3908
   165.00  0.5436E-04  0.5402E-03  -.2817E-05  0.5852E-04   14.5760
   170.00  0.4530E-04  0.5459E-03  -.9548E-06  0.4024E-04   14.7092
   175.00  0.3987E-04  0.5508E-03  -.1906E-06  0.2049E-04   14.7896


 EGEQ(LAB)= 365.00   EG*(LAB)= 388.09 MEV   QI=472.05 MEV   QF=297.18 MEV
 W3He(MEV)=3158.792   EG*(CM)= 304.675   EPI(CM)= 328.337   Q2GEV=   0.130
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.3662E+01  0.5482E+01  -.1104E-08  -.5218E-04    0.7853
     5.00  0.3590E+01  0.5155E+01  -.8035E-01  -.4343E+00    0.8127
    10.00  0.3394E+01  0.4294E+01  -.2820E+00  -.7526E+00    0.8947
    15.00  0.3110E+01  0.3185E+01  -.5176E+00  -.8887E+00    1.0308
    20.00  0.2771E+01  0.2123E+01  -.7093E+00  -.8513E+00    1.2198
    25.00  0.2391E+01  0.1284E+01  -.8157E+00  -.7033E+00    1.4603
    30.00  0.1988E+01  0.7127E+00  -.8305E+00  -.5187E+00    1.7506
    35.00  0.1577E+01  0.3679E+00  -.7651E+00  -.3488E+00    2.0883
    40.00  0.1192E+01  0.1829E+00  -.6481E+00  -.2185E+00    2.4710
    45.00  0.8609E+00  0.9397E-01  -.5128E+00  -.1302E+00    2.8957
    50.00  0.5952E+00  0.5451E-01  -.3815E+00  -.7489E-01    3.3591
    55.00  0.3930E+00  0.3717E-01  -.2674E+00  -.4192E-01    3.8578
    60.00  0.2491E+00  0.2843E-01  -.1782E+00  -.2304E-01    4.3879
    65.00  0.1533E+00  0.2259E-01  -.1143E+00  -.1257E-01    4.9455
    70.00  0.9113E-01  0.1754E-01  -.7047E-01  -.6771E-02    5.5262
    75.00  0.5264E-01  0.1302E-01  -.4200E-01  -.3619E-02    6.1257
    80.00  0.2994E-01  0.9191E-02  -.2456E-01  -.1944E-02    6.7394
    85.00  0.1679E-01  0.6170E-02  -.1408E-01  -.1065E-02    7.3626
    90.00  0.9338E-02  0.3944E-02  -.7956E-02  -.6079E-03    7.9906
    95.00  0.5206E-02  0.2410E-02  -.4462E-02  -.3676E-03    8.6186
   100.00  0.2968E-02  0.1425E-02  -.2521E-02  -.2355E-03    9.2418
   105.00  0.1753E-02  0.8339E-03  -.1445E-02  -.1530E-03    9.8555
   110.00  0.1094E-02  0.5122E-03  -.8526E-03  -.9307E-04   10.4550
   115.00  0.7263E-03  0.3622E-03  -.5216E-03  -.4335E-04   11.0357
   120.00  0.5089E-03  0.3127E-03  -.3297E-03  -.1062E-05   11.5933
   125.00  0.3727E-03  0.3170E-03  -.2137E-03  0.3375E-04   12.1234
   130.00  0.2787E-03  0.3441E-03  -.1395E-03  0.6080E-04   12.6221
   135.00  0.2094E-03  0.3783E-03  -.9066E-04  0.7961E-04   13.0856
